"X"	"PD_3_VTA"	"PD_4_SNc"	"PD_5_SNc"	"PD_4_VTA"	"PD_2_SNc"	"PD_5_VTA"	"PD_3_SNc"	"PD_1_SNc"	"PD_1_VTA"
"PAK4"	17	0	0	0	0	0	11	33	1
"TUBA3C"	0	0	0	0	0	0	0	0	0
"TUBA4A"	218	28	75	54	149	16	71	79	33
"SMAD3"	0	0	0	0	0	0	2	0	0
"PLAGL1"	34	0	118	12	35	1	7	0	10
"SMAD2"	291	81	114	36	69	73	68	46	104
"SMAD7"	2	1	6	0	21	2	6	0	0
"TRIB3"	0	0	16	26	2	0	2	0	0
"HDAC4"	15	0	6	1	62	27	35	0	10
"GOLGA3"	82	16	55	12	91	11	52	27	12
"TRIM31"	0	0	0	0	0	0	0	0	0
"SPIN1"	384	13	119	18	115	81	99	97	120
"DNAJA2"	132	27	91	16	75	15	52	45	19
"ST3GAL2"	0	1	0	0	1	0	7	7	3
"LOC101929450"	0	0	0	0	0	0	0	0	0
"LOC101929470"	0	0	0	0	0	0	0	0	0
"MVP"	0	0	0	0	0	0	0	0	0
"LILRB2"	1	0	1	0	0	0	0	0	0
"SRSF5"	156	0	150	12	135	80	67	36	19
"TMEM115"	15	4	25	4	24	2	33	19	2
"LRRC7"	81	44	71	22	166	150	90	32	14
"HLA-DRA"	1	0	0	2	0	0	2	1	18
"IFT122"	0	1	1	1	0	2	21	0	0
"ANKRD54"	89	0	22	0	71	6	28	39	7
"VPS13D"	140	26	84	17	226	3	26	20	37
"COL11A2"	0	0	0	0	0	0	1	0	0
"FAM3D"	0	0	0	0	0	0	0	0	0
"M1AP"	0	0	4	0	0	0	0	0	0
"CANT1"	17	0	45	0	43	7	5	7	13
"CCDC148"	7	0	0	27	0	6	0	5	0
"LEO1"	1	1	28	0	26	12	0	0	1
"PIH1D2"	14	0	1	0	5	1	0	1	0
"PLD4"	0	0	2	0	0	0	0	0	0
"TRIM43"	0	0	0	0	0	0	0	0	0
"TMEM45B"	0	0	0	0	0	0	0	0	46
"C11orf74"	43	4	9	4	9	26	9	2	16
"TM4SF18"	0	0	0	0	0	0	0	0	0
"GINM1"	77	0	34	43	7	40	12	8	37
"ZNF653"	4	0	1	0	0	0	0	6	0
"FCHO2"	5	0	35	1	4	1	0	59	1
"TEX30"	0	1	0	0	21	0	12	17	0
"AFG3L1P"	0	0	12	0	0	0	1	14	0
"CLTA"	327	52	263	99	183	7	97	173	249
"OAZ3"	0	0	0	0	0	0	0	0	0
"TACC1"	84	13	61	38	225	20	153	64	78
"ELMOD3"	0	0	2	0	2	0	0	0	0
"DAZAP2"	86	3	223	116	105	19	94	58	72
"DNAJB5"	44	0	4	7	8	0	22	0	22
"TCF21"	0	0	0	0	0	0	0	0	6
"C2CD4C"	2	0	31	0	2	2	0	0	3
"INCA1"	0	0	1	0	0	0	0	0	0
"TRMT2B"	0	0	3	0	0	2	1	0	5
"IL23R"	0	0	0	0	0	0	0	0	0
"CPNE1"	17	26	57	11	100	31	9	0	41
"SPATA33"	1	1	20	1	17	2	3	0	2
"FBXL13"	0	0	15	0	0	33	0	0	2
"ABHD2"	349	24	98	57	180	53	87	71	44
"CEP164"	0	0	23	0	34	5	1	8	0
"SLC1A6"	2	0	3	0	21	0	0	7	126
"SERPINI2"	0	0	0	0	0	0	0	0	0
"MYO6"	87	0	109	16	25	8	22	5	92
"SERPINA4"	0	0	0	0	0	0	0	0	0
"SNORA73A"	0	0	0	0	0	0	0	0	0
"SNORA73B"	0	0	13	5	1	0	1	1	0
"SMIM21"	0	0	0	0	0	0	0	1	0
"KIR2DL4"	0	0	0	0	0	0	0	0	0
"PAK6"	15	0	1	1	0	0	6	0	1
"COL4A5"	6	7	24	9	18	1	57	2	1
"SNORD99"	0	0	0	0	0	0	0	0	0
"SNORD117"	0	0	0	0	0	0	0	0	0
"FASTK"	89	0	33	9	12	0	3	0	8
"PHKG1"	0	0	0	0	0	0	0	0	0
"RNASEH2B"	1	0	1	1	10	10	0	0	10
"ARL5C"	0	0	0	0	0	0	0	0	0
"C10orf113"	0	0	0	0	0	0	0	0	0
"HDX"	3	0	37	17	64	6	10	0	4
"MOSPD2"	87	0	10	3	24	14	30	8	4
"FANCD2OS"	0	0	0	0	0	0	0	0	0
"FXYD6"	301	13	208	103	38	61	46	67	99
"HRAS"	220	19	48	62	38	6	36	41	9
"TRIM46"	0	1	35	0	7	2	0	0	0
"TSEN34"	13	6	11	0	0	1	0	0	38
"KIAA0226L"	0	0	0	0	0	0	0	0	0
"CERCAM"	48	0	13	5	0	0	9	3	0
"MRPS27"	62	25	33	10	88	0	18	3	1
"SMG6"	8	0	1	0	8	6	27	1	4
"PTTG1"	0	1	0	0	0	0	0	0	0
"ARPIN"	1	0	0	0	0	0	2	6	0
"BORA"	0	0	0	0	0	0	0	0	0
"OTUD6B"	25	0	28	0	17	8	11	18	5
"ACOT8"	0	0	14	0	1	0	4	6	6
"EEF2K"	4	0	45	0	14	0	22	4	56
"CCDC106"	0	0	9	0	6	0	1	11	1
"RBM15B"	31	0	14	2	14	24	8	36	80
"RHOBTB2"	52	0	2	20	0	4	1	8	4
"MORC1"	0	0	0	0	0	0	0	0	0
"SNORD103A+SNORD103B"	0	0	0	0	0	0	0	0	0
"SPARC"	146	4	42	21	8	4	203	255	106
"SNORD85"	0	0	0	0	0	0	0	0	0
"DAG1"	6	2	15	3	12	0	2	9	11
"ZNF816-ZNF321P"	0	0	0	0	0	0	0	0	0
"SUCLG2"	0	0	0	0	0	0	4	0	2
"THPO"	0	0	0	0	0	0	0	0	0
"CD33"	1	0	0	0	0	0	0	0	0
"PPP2R2A"	249	6	32	17	50	16	35	20	49
"ALPL"	0	0	0	0	0	0	0	0	0
"ZNF816"	0	0	13	0	0	0	0	3	0
"SLC26A8"	0	0	3	0	1	0	2	0	0
"ENY2"	112	38	49	2	64	65	35	24	27
"EDRF1"	3	0	75	26	88	1	17	0	19
"BEST3"	0	0	0	0	0	0	0	0	0
"ACTR3"	118	53	72	19	58	32	33	22	29
"CD151"	33	9	15	0	38	3	13	32	7
"RMI2"	0	0	4	0	10	0	0	0	0
"PDHA2"	0	0	0	0	0	0	0	0	0
"CD74"	8	0	0	2	0	0	12	7	14
"CCNG2"	3	0	11	0	3	8	8	34	3
"CBLN1"	112	12	10	43	15	2	65	4	87
"ENDOG"	0	0	0	0	0	0	0	0	0
"RUNX1T1"	63	33	193	21	246	31	100	20	487
"NKTR"	94	52	188	47	144	119	155	11	42
"CASP3"	3	0	16	1	0	5	0	0	17
"EFNB1"	0	0	4	0	2	0	0	3	11
"CETN2"	229	11	33	13	36	24	68	14	95
"CALR"	59	1	24	12	23	0	40	10	6
"NBL1"	129	27	60	10	25	17	16	23	45
"CALD1"	12	1	0	2	56	0	12	1	5
"CAD"	0	0	0	8	12	0	0	5	0
"NOLC1"	333	19	53	52	118	36	81	19	42
"FMNL1"	1	0	1	0	1	1	1	2	5
"MTA2"	13	6	9	13	0	5	0	16	7
"VAPB"	574	43	108	36	106	9	86	69	130
"ZFYVE9"	19	5	29	0	4	79	39	6	7
"SLC25A3"	457	57	301	178	361	196	71	164	318
"EGFL8"	0	0	0	0	0	0	0	0	0
"FGD3"	0	0	0	0	0	0	0	0	0
"FCGR2A"	5	1	17	1	25	0	3	14	4
"C12orf10"	130	27	54	1	83	0	27	39	8
"GPBP1L1"	67	1	82	11	13	2	13	31	35
"LGR6"	0	0	0	0	0	0	0	0	2
"PBOV1"	0	0	0	0	0	0	0	0	0
"PLBD1"	5	0	0	0	0	0	0	0	0
"RXFP1"	0	0	0	0	0	0	0	0	0
"HDAC11"	382	20	48	25	43	9	20	72	24
"MTMR9LP"	24	0	0	0	0	0	0	0	0
"NOS1"	0	0	0	0	0	0	0	0	0
"ABCC10"	0	0	3	6	0	0	6	3	0
"RAI1"	29	0	7	0	4	12	0	4	0
"YTHDC2"	57	1	264	0	119	47	55	75	8
"SMCP"	0	0	0	0	0	0	0	0	0
"HOXA3"	0	0	0	0	0	0	0	0	0
"FNDC4"	40	0	10	0	43	0	7	7	13
"UCP3"	0	0	0	0	0	0	0	0	0
"ELOVL1"	2	0	1	0	0	0	0	0	50
"PLA2G2F"	0	0	0	0	0	0	0	0	0
"MAP1LC3B"	703	123	841	451	565	253	372	644	787
"PER2"	0	7	25	51	3	3	28	3	18
"CDC25C"	0	0	0	0	0	0	0	0	0
"SNRPN"	390	75	253	117	193	89	127	82	291
"PRRT1"	32	0	48	11	48	68	5	28	57
"ACAP3"	28	0	4	0	10	0	0	0	1
"HNRNPDL"	184	27	210	28	288	188	138	125	195
"THBS3"	0	0	0	0	0	0	0	0	0
"CRISP3"	0	0	0	0	0	0	0	0	0
"MTNR1B"	0	0	0	0	0	0	0	0	3
"EFS"	0	0	0	0	0	0	0	0	0
"A3GALT2"	0	0	0	0	0	0	0	0	0
"KCTD15"	0	0	23	1	2	0	0	0	0
"10-Mar"	0	0	0	0	0	0	0	0	0
"RHOT1"	44	0	147	80	202	68	51	38	75
"APOBEC2"	0	0	1	0	0	0	1	0	0
"TMPRSS2"	0	0	0	0	0	0	0	0	0
"KLF10"	2	1	3	0	0	0	58	1	0
"WDR3"	118	3	8	3	45	7	8	17	34
"TFCP2"	3	0	25	6	2	3	22	9	10
"ZFPL1"	0	0	0	0	0	0	0	0	0
"CAPN15"	0	17	5	0	5	0	1	9	0
"SOX3"	0	0	0	0	0	0	0	0	0
"SOS1"	512	0	157	10	35	88	18	64	163
"HMGB4"	0	0	0	0	0	0	0	0	0
"XIRP2"	0	0	0	0	0	0	0	0	0
"FBLN1"	0	0	0	0	0	0	0	0	0
"PEX11B"	78	0	87	1	59	52	5	1	2
"JRK"	41	0	18	4	1	0	63	11	3
"USO1"	89	0	40	34	222	27	19	117	112
"GTF2E2"	6	2	6	0	25	4	9	0	2
"GMNN"	89	0	4	7	0	1	4	5	1
"LOC653160"	0	0	0	0	0	0	0	0	0
"SNX20"	0	0	0	0	0	0	0	0	0
"KIAA0040"	0	0	0	0	0	0	0	0	0
"LRRC61"	4	3	6	0	23	1	1	50	8
"MAGI3"	299	23	164	30	133	90	109	16	49
"NPNT"	105	67	148	44	333	31	152	187	460
"TTC27"	0	0	14	0	5	0	0	0	0
"ENO3"	7	0	6	0	1	0	0	0	0
"TRIB1"	0	0	4	1	0	0	0	4	0
"NUDT13"	5	0	5	0	0	0	0	0	0
"TLE4"	124	18	102	51	8	220	65	15	190
"ZCCHC17"	394	33	90	57	64	54	77	56	50
"C6orf229"	0	0	0	0	0	0	0	0	0
"SLC22A12"	0	0	0	0	0	0	0	0	0
"TRAPPC3"	71	0	13	10	8	0	12	14	57
"ARIH2OS"	0	0	0	0	0	0	0	0	0
"NAPEPLD"	29	0	13	1	40	0	14	2	1
"SLC6A12"	0	0	1	0	0	0	7	0	2
"ALS2CR11"	0	0	0	0	0	0	0	0	0
"TMEM92"	0	0	0	0	0	0	0	0	0
"DLG1"	33	4	53	42	32	36	36	28	78
"DBI"	14	6	44	2	24	12	26	43	12
"SEMA4G"	0	0	9	0	0	0	0	0	0
"ZC4H2"	30	0	17	0	0	0	0	0	229
"PCSK2"	103	4	38	37	28	24	28	28	47
"ARL17A"	0	0	0	0	0	0	0	0	0
"USP25"	6	0	19	7	16	15	16	26	24
"ELP3"	29	2	7	2	94	0	0	41	12
"PGAP2"	14	1	17	3	3	0	0	0	0
"ZNF90"	0	0	0	0	0	0	0	0	0
"FAM170A"	0	0	0	0	0	0	0	0	0
"CNTN1"	853	312	904	312	756	195	337	541	536
"PPAP2A"	0	0	0	0	0	0	0	0	0
"FAM19A3"	0	0	5	3	0	0	20	0	1
"IFNE"	0	0	0	0	0	0	0	0	0
"CCDC50"	10	11	63	30	97	18	17	79	166
"KATNAL1"	86	14	106	25	86	76	52	25	96
"NAA16"	27	12	54	0	3	40	32	1	36
"MRPL14"	14	0	14	74	16	0	0	1	39
"OTP"	0	1	0	0	0	0	0	0	0
"MAL2"	51	0	25	0	4	16	8	0	2
"SEMA6B"	25	0	19	1	7	1	2	23	20
"PPP1R12B"	44	1	47	13	119	22	41	9	23
"CDH23"	0	0	0	0	0	0	9	0	0
"VCPKMT"	9	2	17	0	7	0	42	4	36
"PCDHGA1"	0	0	0	0	1	0	0	0	0
"RIC3"	567	57	563	139	223	98	208	278	617
"WT1"	0	0	0	0	0	0	0	0	0
"PCDHGA11"	0	0	0	0	0	0	0	1	0
"EIF4H"	20	26	5	3	11	1	19	12	0
"NKAIN1"	9	0	12	0	7	0	0	22	0
"ADIPOR2"	90	52	73	0	45	76	13	12	7
"C10orf76"	0	0	0	0	0	0	0	0	0
"PCDHGA8"	0	0	0	0	0	0	0	0	0
"CDK11B"	0	0	7	2	13	2	3	0	2
"DSC1"	0	0	0	0	0	0	0	0	0
"CHST5"	0	0	0	0	0	0	0	0	0
"GSG2"	0	0	0	0	0	0	0	0	0
"KRTAP17-1"	0	0	0	0	0	0	0	0	0
"KRTAP9-3"	0	0	0	0	0	0	0	0	0
"KRTAP9-2"	0	0	0	0	0	0	0	0	0
"KRTAP4-8"	0	0	0	0	0	0	0	0	0
"KRTAP3-2"	0	0	0	0	0	0	0	0	0
"KRTAP3-1"	0	0	0	0	0	0	0	0	0
"KRTAP1-5"	0	0	0	0	0	0	0	0	0
"AGTR1"	4	0	0	51	0	0	2	0	10
"PRSS27"	6	0	0	0	0	0	0	0	0
"IRX1"	0	0	0	0	0	0	0	0	0
"KCTD10"	13	1	55	111	76	45	70	36	17
"SNX25"	65	10	47	56	53	10	61	4	76
"PATZ1"	19	0	3	0	1	0	0	4	1
"FGFBP2"	0	0	0	0	0	0	0	0	0
"SLC52A2"	34	0	0	0	14	2	0	20	0
"SLC4A11"	0	0	0	0	0	0	0	0	6
"B3GNT5"	1	0	15	0	12	0	11	6	1
"AGAP3"	76	6	46	33	162	10	10	48	54
"CDC73"	24	17	29	1	34	0	11	5	11
"SLC25A27"	24	1	137	42	27	10	7	42	73
"FRAT1"	0	0	3	2	1	0	0	3	23
"NRG1"	23	0	50	6	72	17	20	26	56
"EVI5L"	44	5	44	0	5	3	13	21	5
"SMIM12"	24	0	16	14	80	1	18	70	16
"ASCL2"	0	0	0	0	0	0	0	0	0
"PPM1J"	16	0	0	0	5	0	8	0	0
"ZNHIT1"	33	4	40	78	70	0	48	8	28
"CA7"	0	0	0	0	0	0	0	0	0
"PPIH"	0	0	2	0	0	21	4	0	0
"ROR1"	0	0	0	0	0	0	2	0	0
"SLC30A9"	199	1	124	21	70	34	38	13	119
"ATP5G2"	0	0	0	0	0	0	0	0	0
"ATP5C1"	0	0	0	0	0	0	0	0	0
"ATP2A3"	97	23	107	28	70	12	44	109	31
"ATF1"	1	0	2	0	0	0	15	0	0
"EYA3"	70	13	27	4	30	12	11	6	18
"EVA1C"	8	0	18	3	10	0	1	0	0
"CCDC115"	43	58	82	2	87	70	40	58	0
"SYCP1"	0	2	0	0	0	0	0	0	2
"POLR3F"	132	3	76	9	1	15	1	3	2
"TSPAN16"	0	0	0	0	0	0	0	0	0
"BARD1"	33	0	5	0	0	3	21	0	0
"KCNK9"	1	0	17	9	0	0	9	1	0
"4-Sep"	0	0	0	0	0	0	0	0	0
"BCL2L12"	0	0	0	0	0	0	0	0	0
"PSMB3"	81	7	32	50	18	3	2	7	20
"MACROD2-IT1"	0	0	0	0	0	0	0	0	0
"NFYC-AS1"	0	0	0	0	0	0	0	0	0
"RBFOX2"	629	86	278	77	291	124	225	158	359
"MPZL1"	5	45	58	3	9	18	21	72	12
"NOS3"	0	0	11	0	0	0	0	0	0
"NOL4"	44	56	93	1	18	76	74	41	240
"AP3D1"	425	99	170	50	183	99	54	34	213
"PFKFB1"	1	0	0	0	0	0	0	0	0
"DEGS1"	48	22	36	28	58	0	16	2	17
"IGF2BP2"	1	0	0	0	1	0	14	1	0
"ELL"	0	0	7	17	5	0	8	0	0
"PROCR"	0	0	0	0	0	0	0	0	0
"MSRB2"	116	3	21	39	32	0	26	8	5
"LILRA2"	0	0	0	0	0	0	0	0	0
"CECR2"	0	0	0	1	0	0	6	0	0
"OLA1"	149	35	76	36	107	17	56	51	107
"DCTN2"	114	132	209	100	160	31	60	75	20
"HYOU1"	44	0	5	17	1	1	0	2	1
"MYO1B"	0	0	0	0	12	1	6	10	12
"MSMO1"	137	6	105	30	44	132	47	118	74
"ATP11B"	2	0	50	50	18	0	4	81	77
"GUCA2A"	0	0	0	0	0	0	0	0	0
"TAS2R30"	0	0	0	0	8	0	0	0	0
"DTX2"	19	0	1	0	6	0	0	6	0
"CFAP44"	13	1	3	0	11	5	30	93	36
"SLCO1C1"	0	0	0	0	0	0	5	0	0
"ALDH6A1"	136	8	48	10	84	118	52	14	46
"LARP1B"	13	2	27	9	58	13	90	3	4
"SETD4"	6	0	14	3	0	0	7	0	17
"UBL7"	26	0	29	21	15	0	8	10	13
"CHURC1-FNTB"	0	0	0	0	0	0	0	0	0
"ECI1"	2	1	4	0	0	0	8	5	4
"SF1"	77	47	94	16	98	64	69	100	29
"TMPRSS13"	0	0	0	0	0	0	8	0	0
"PPP1R12A"	187	123	203	44	191	14	106	64	68
"AKAP13"	133	0	98	38	18	9	24	6	89
"LMX1B"	40	0	22	19	18	2	13	23	19
"LEPREL2"	0	0	0	0	0	0	0	0	0
"LOC100129924"	0	0	0	0	0	0	0	0	0
"VPS52"	0	0	0	0	31	0	0	0	0
"CCDC63"	0	0	0	0	0	0	0	2	0
"ZNF709"	0	0	0	0	0	8	0	0	0
"C12orf50"	0	0	1	0	0	0	0	0	0
"KCNQ2"	104	0	69	12	35	18	37	19	8
"EGFLAM"	0	0	0	0	0	0	0	0	0
"FAM101B"	0	0	0	0	0	0	0	0	0
"LENG9"	0	0	0	0	0	0	0	0	0
"ALS2CL"	125	0	9	0	0	3	0	0	0
"GRIK1"	8	0	47	0	4	2	8	0	16
"PPARD"	1	0	0	0	3	0	5	0	0
"MAGED2"	64	10	80	11	126	12	7	66	15
"MAGEB1"	0	0	0	0	0	0	0	0	0
"LMX1A"	0	3	0	0	0	0	35	27	82
"HECTD2"	53	4	42	0	17	15	22	18	13
"ELMO2"	70	5	11	6	36	0	36	7	19
"PPP2R4"	0	0	0	0	0	0	0	0	0
"GATC"	89	31	9	0	15	3	8	12	19
"LILRA5"	0	0	0	0	0	0	0	0	0
"P2RY12"	7	0	0	0	0	0	0	0	0
"TSGA10"	19	0	25	24	80	1	12	42	6
"FGF14"	42	6	55	0	43	13	25	11	2
"GAS2"	0	0	0	0	1	0	0	59	0
"CREB5"	0	0	0	1	1	0	25	1	3
"KIAA1429"	0	0	0	0	0	0	0	0	0
"FAM64A"	0	0	0	0	0	0	0	0	0
"CYB5A"	7	4	20	16	28	3	5	0	40
"DKKL1"	0	0	0	0	0	0	0	0	0
"BTN3A2"	4	0	0	0	1	0	1	3	21
"PACS2"	37	0	65	38	17	7	10	34	23
"KDM4A-AS1"	0	0	0	0	1	0	0	0	0
"MAGIX"	14	1	17	2	0	0	0	3	0
"VEPH1"	0	0	0	12	0	1	0	0	0
"TMEM236"	1	0	0	0	4	0	2	0	0
"LINC00623"	0	0	2	0	0	0	0	0	0
"KLF3-AS1"	0	0	0	0	29	29	0	0	0
"FAM204A"	79	24	70	3	96	45	12	15	9
"JDP2"	21	0	14	23	1	0	5	2	11
"SIRPB2"	0	0	0	0	0	0	0	0	0
"CENPM"	0	0	0	0	0	0	0	0	0
"RAD51AP2"	0	0	3	0	0	0	29	0	2
"TST"	0	0	0	0	0	0	0	0	0
"TMEM249"	0	0	0	0	0	0	0	0	0
"CA6"	0	0	0	0	0	0	0	0	0
"SPOCD1"	0	0	1	0	0	0	0	0	2
"YAP1"	1	1	0	3	1	0	0	0	103
"SURF4"	14	5	15	4	33	3	10	42	16
"OTX2"	0	0	1	2	0	1	0	0	1
"DAAM1"	178	51	294	101	117	50	118	270	292
"SMN1"	0	0	0	0	0	0	0	0	0
"NAIP"	1	0	0	0	0	0	0	0	0
"APOLD1"	0	0	0	0	1	0	19	0	94
"GFOD2"	27	2	62	7	16	0	2	3	2
"CCDC130"	2	2	34	3	18	6	0	3	0
"TM6SF1"	0	0	0	0	0	0	0	0	0
"SLC30A5"	48	4	5	2	8	12	1	10	8
"PGAP1"	235	24	265	28	431	86	86	129	223
"PPP1R9B"	92	0	33	2	36	2	22	8	14
"MIF4GD"	0	0	0	0	47	1	0	2	0
"FAM156A"	68	175	70	56	71	23	35	60	52
"ZSWIM8"	0	1	5	1	15	0	2	0	1
"TAF1C"	13	0	7	0	1	2	2	3	0
"TAX1BP1"	513	33	321	211	702	120	174	156	249
"SUDS3"	156	1	38	44	22	24	32	44	67
"VANGL2"	16	0	0	0	4	0	3	0	1
"ACTR6"	96	0	86	22	129	18	27	42	38
"PCNXL4"	0	0	0	0	0	0	0	0	0
"C7orf26"	47	0	40	0	0	10	3	1	0
"NARFL"	0	3	17	8	0	0	2	0	2
"TTC31"	0	0	0	0	1	0	10	0	0
"C17orf62"	0	0	0	0	0	0	0	0	0
"CIDEA"	0	0	0	0	0	0	0	0	0
"KANSL1-AS1"	0	0	0	0	0	0	0	0	0
"EIF3J-AS1"	0	0	0	0	0	0	0	0	0
"SPATA42"	0	0	0	0	0	0	0	0	0
"GTF2IRD1"	30	13	5	16	28	0	12	11	21
"NACAP1"	0	0	0	1	0	0	0	1	0
"CADM2"	1530	184	958	473	824	411	357	303	831
"SLC9A7"	172	11	55	21	29	7	70	47	100
"GOLGB1"	205	12	165	140	273	152	75	30	193
"RPA1"	153	27	130	18	33	0	14	28	41
"PSG5"	0	0	0	0	0	0	0	0	0
"GDAP2"	0	0	33	8	1	0	3	1	2
"SHMT2"	1	0	17	47	19	0	0	12	28
"CELF5"	36	3	22	0	28	11	17	8	11
"TEX28"	0	0	0	0	0	0	0	0	0
"DDR1"	30	0	6	0	10	15	24	26	23
"CHIC2"	31	0	3	0	1	1	3	0	5
"LINC01144"	0	0	2	0	0	0	0	0	0
"SMTN"	0	0	0	0	0	0	1	0	3
"PPP5C"	7	3	3	1	0	0	4	10	2
"LEMD1"	0	0	0	0	0	0	0	0	0
"RNF103"	238	81	40	85	96	80	41	231	177
"RBM39"	100	8	153	106	41	92	107	116	50
"MUC1"	0	0	0	0	0	0	0	0	0
"NR3C1"	100	1	36	0	7	7	11	0	32
"SPAM1"	0	0	0	0	0	0	0	0	0
"ACVR1B"	139	8	70	3	61	40	41	42	1
"RNU11"	0	0	0	0	0	0	0	0	0
"FGF17"	0	0	1	0	0	0	4	5	3
"SSBP1"	52	12	37	1	73	24	18	9	26
"SSB"	59	2	78	13	57	43	18	15	83
"CYTIP"	6	2	3	2	0	1	3	0	3
"TRIM21"	0	0	0	0	0	0	0	1	0
"GTPBP1"	30	0	0	0	7	0	11	0	10
"SRY"	0	0	0	0	0	0	0	0	0
"SPTBN1"	1661	154	811	361	973	324	583	681	390
"PMPCB"	60	52	32	6	103	31	16	64	20
"EEF1E1"	146	18	36	1	21	6	41	7	18
"CABP1"	18	6	5	0	19	4	7	14	5
"SPTAN1"	528	48	486	87	319	86	206	232	145
"AKAP6"	387	82	195	97	316	108	206	211	263
"TNFRSF4"	0	0	0	0	0	0	0	0	0
"MED7"	36	0	0	0	3	0	0	9	1
"MED27"	0	0	7	0	2	0	0	4	12
"MED21"	17	0	0	5	5	1	20	1	55
"TMPRSS11D"	0	0	4	0	10	1	0	0	0
"SPTA1"	0	0	0	0	0	0	0	0	0
"TYK2"	0	0	18	0	0	0	11	12	0
"ERICH3-AS1"	0	0	0	0	0	0	0	0	0
"SPIB"	0	0	0	0	0	0	0	0	0
"SPG7"	126	52	147	5	35	22	7	59	13
"PPP6R3"	155	14	99	12	145	11	89	16	45
"ADIPOR1"	83	16	4	5	50	0	24	64	3
"AIG1"	163	15	61	8	40	52	27	42	124
"MPC1"	48	21	56	33	6	7	49	16	0
"GNAS"	2162	207	890	748	609	238	568	661	851
"GINS2"	26	0	0	0	0	0	0	3	0
"TNFAIP8"	0	0	0	0	0	0	0	0	0
"ZNF324"	22	0	6	0	11	6	7	9	26
"TBC1D22A"	22	2	30	0	10	1	10	27	10
"ABHD6"	55	3	1	23	45	2	16	24	42
"FJX1"	16	1	42	4	33	18	10	7	13
"AGO3"	26	3	90	21	38	37	39	1	124
"MTCH2"	167	10	55	23	102	9	2	5	48
"TPPP"	302	28	470	99	353	46	272	341	256
"SUMO2"	50	1	3	20	6	2	23	7	59
"PPIL2"	0	0	4	0	0	0	0	0	6
"FRRS1L"	411	185	205	113	280	42	85	52	125
"TCF19"	0	0	0	0	0	0	0	0	0
"CYP4Z2P"	0	0	0	0	0	0	0	0	0
"IPO11"	40	0	39	0	1	1	49	2	2
"AAGAB"	83	5	57	0	13	35	50	48	31
"ESR2"	0	0	0	0	0	0	0	0	0
"EPG5"	120	175	44	132	73	48	78	153	124
"MUC4"	0	0	2	0	5	0	0	0	0
"HIST1H2BD"	0	0	0	0	0	0	0	0	0
"HIST1H2BB"	0	0	0	0	0	0	0	0	0
"TSC22D4"	30	0	3	0	0	2	0	12	0
"FANCM"	6	0	25	8	66	78	1	0	35
"IFNA7"	0	0	0	0	0	0	0	0	0
"TRPM3"	4	0	11	0	16	121	12	0	29
"ABHD10"	139	13	58	9	84	15	23	23	103
"DCP1A"	0	0	18	1	23	0	13	3	15
"IL26"	0	0	0	0	0	0	0	0	0
"TLDC1"	66	2	19	0	5	0	29	0	10
"ZNF253"	0	0	0	0	17	0	9	85	5
"KRTAP5-8"	0	0	0	0	0	0	0	0	0
"ABCF3"	0	4	13	17	27	10	6	9	26
"SLC35C1"	0	19	1	0	0	0	6	3	7
"VARS2"	15	0	8	0	2	0	2	7	5
"WDFY4"	0	0	0	2	0	0	0	0	0
"MRPL55"	86	12	18	5	23	7	70	6	4
"GABRG1"	0	0	1	0	0	0	7	0	54
"TDRD5"	0	0	2	19	5	0	7	0	0
"ZNF610"	32	0	4	0	66	0	24	0	56
"C18orf54"	0	0	0	0	0	1	0	1	0
"FAM71D"	0	0	0	0	5	0	0	0	0
"GCC2"	306	35	249	76	222	34	155	88	307
"MAGEB6"	0	0	0	0	0	0	0	9	0
"VKORC1L1"	354	7	51	3	112	80	41	11	31
"CNKSR3"	0	0	7	0	0	0	4	0	0
"OR8G2"	0	0	0	0	0	0	0	0	0
"GABPB1"	2	6	1	1	0	0	5	17	49
"PIH1D3"	0	0	0	0	0	0	0	0	0
"PASD1"	0	0	0	0	0	0	0	0	0
"KCNK18"	0	0	0	0	0	0	0	0	0
"PIP5KL1"	0	0	0	0	0	0	0	0	0
"KCNH5"	53	0	56	1	10	20	33	6	0
"MMAA"	28	0	4	0	6	0	15	0	68
"DCAF11"	40	0	35	0	8	2	5	0	7
"SLCO6A1"	0	0	0	0	0	0	0	0	0
"CYP4F22"	0	0	0	0	0	0	0	0	0
"MISP"	0	0	1	0	15	0	0	0	0
"USH1G"	0	0	0	0	0	0	0	2	0
"ANAPC16"	7	0	21	0	5	0	3	5	31
"MIR761"	0	0	0	0	0	0	0	0	0
"1-Mar"	0	0	0	0	0	0	0	0	0
"OR56B4"	0	0	0	0	0	0	0	0	0
"TAS2R19"	0	0	0	0	0	0	0	0	0
"APPL2"	13	0	3	2	0	39	3	2	0
"C20orf27"	26	7	57	19	29	2	8	23	28
"SLC4A9"	0	0	2	0	0	0	0	0	0
"COL25A1"	0	0	3	8	0	10	0	0	0
"ASPSCR1"	25	0	11	0	19	7	10	0	1
"ARHGAP20"	98	24	92	5	58	32	14	0	49
"VIPR1"	0	0	0	0	0	0	0	0	0
"PHB2"	88	0	38	9	25	17	3	0	0
"ITPA"	35	0	0	17	8	8	14	0	0
"CEACAM3"	0	0	0	0	0	0	0	0	0
"USP4"	21	4	13	0	15	0	0	48	0
